route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
106-2624,106,"Mt Ommaney - Indooroopilly via Corinda",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/106,8DC63F,000000
107-2624,107,"Yeronga - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/107,8DC63F,000000
108-2624,108,"Indooroopilly - City via Tennyson",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/108,8DC63F,000000
109-2624,109,"Moorooka - Boggo Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/109,8DC63F,000000
110-2624,110,"Inala - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/110,8DC63F,000000
111-2624,111,"Eight Mile Plains - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/111,8DC63F,000000
112-2624,112,"Griffith Uni Mt Gravatt - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/112,8DC63F,000000
113-2624,113,"Mt Gravatt Central - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/113,8DC63F,000000
114-2624,114,"Tarragindi - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/114,8DC63F,000000
115-2624,115,"Calamvale - City via Acacia Ridge Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/115,8DC63F,000000
116-2624,116,"Rocklea - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/116,8DC63F,000000
117-2624,117,"Acacia Ridge - Woollongabba",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/117,8DC63F,000000
118-2624,118,"Forest Lake - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/118,8DC63F,000000
120-2624,120,"Garden City - City via Tarragindi",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/120,8DC63F,000000
121-2624,121,"Salisbury - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/121,8DC63F,000000
122-2624,122,"Inala - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/122,8DC63F,000000
123-2624,123,"Griffith University - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/123,8DC63F,000000
124-2624,124,"Sunnybank - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/124,8DC63F,000000
125-2624,125,"Garden City - City/Valley via Salisbury",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/125,8DC63F,000000
126-2624,126,"Acacia Ridge - Sunnybank Plaza",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/126,8DC63F,000000
130-2624,130,"Parkinson - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/130,8DC63F,000000
131-2624,131,"Parkinson - City via Hellawell Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/131,8DC63F,000000
132-2624,132,"Parkinson/Algester - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/132,8DC63F,000000
134-2624,134,"Griffith University - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/134,8DC63F,000000
135-2624,135,"Parkinson - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/135,8DC63F,000000
136-2624,136,"Parkinson - City Precincts",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/136,8DC63F,000000
138-2624,138,"Algester - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/138,8DC63F,000000
139-2624,139,"Sunnybank Hills - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/139,8DC63F,000000
140-2624,140,"Browns Plains - City Express via Mains Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/140,8DC63F,000000
145-2624,145,"Browns Plains - Griffith University",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/145,8DC63F,000000
150-2624,150,"Browns Plains - City Express via Runcorn",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/150,8DC63F,000000
152-2624,152,"Stretton - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/152,8DC63F,000000
153-2624,153,"Drewvale - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/153,8DC63F,000000
155-2624,155,"Calamvale - City Express via Griffith Uni",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/155,8DC63F,000000
156-2624,156,"Stretton - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/156,8DC63F,000000
160-2624,160,"Garden City - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/160,8DC63F,000000
161-2624,161,"Wishart Outlook - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/161,8DC63F,000000
162-2624,162,"Eight Miles Plains - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/162,8DC63F,000000
169-2624,169,"Eight Mile Plains - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/169,8DC63F,000000
170-2624,170,"Garden City - City Express via Newnham Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/170,8DC63F,000000
171-2624,171,"Garden City - City/Valley Rocket via Newnham Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/171,8DC63F,000000
172-2624,172,"Garden City - City via Greenslopes Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/172,8DC63F,000000
174-2624,174,"Garden City - City/Valley via Newnham Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/174,8DC63F,000000
175-2624,175,"Garden City - City via Logan Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/175,8DC63F,000000
177-2624,177,"Carindale - Griffith Uni Mt Gravatt",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/177,8DC63F,000000
178-2624,178,"Carindale Heights - City/Valley via Mt Gravatt",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/178,8DC63F,000000
180-2624,180,"Garden City - City Express via Mansfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/180,8DC63F,000000
181-2624,181,"Wishart - City/Valley Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/181,8DC63F,000000
184-2624,184,"Garden City - City/Valley via Mt Gravatt Central",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/184,8DC63F,000000
185-2624,185,"Garden City - City/Valley via Mansfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/185,8DC63F,000000
186-2624,186,"Wishart - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/186,8DC63F,000000
192-2624,192,"UQ Lakes - City via Highgate Hill",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/192,8DC63F,000000
195-2624,195,"New Farm - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/195,8DC63F,000000
196-2624,196,"Fairfield Gardens - Merthyr via City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/196,8DC63F,000000
198-2624,198,"Highgate Hill Hail 'n' Ride",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/198,8DC63F,000000
199-2624,199,"West End - Teneriffe Ferry via City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/199,8DC63F,000000
200-2624,200,"Carindale Heights - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/200,8DC63F,000000
202-2624,202,"Carindale - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/202,8DC63F,000000
203-2624,203,"Carindale - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/203,8DC63F,000000
204-2624,204,"Carindale - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/204,8DC63F,000000
209-2624,209,"Carindale - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/209,8DC63F,000000
210-2624,210,"Cannon Hill - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/210,8DC63F,000000
212-2624,212,"Carindale - City/Valley via Seven Hills",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/212,8DC63F,000000
213-2624,213,"Cannon Hill - Carindale Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/213,8DC63F,000000
214-2624,214,"Cannon Hill - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/214,8DC63F,000000
215-2624,215,"Carindale - City Express via Tingalpa",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/215,8DC63F,000000
220-2624,220,"Wynnum - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/220,8DC63F,000000
222-2624,222,"Carindale - City Express via Eastern Busway",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/222,8DC63F,000000
223-2624,223,"Wynnum Loop Clockwise",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/223,8DC63F,000000
224-2624,224,"Wynnum Loop Anti-Clockwise",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/224,8DC63F,000000
225-2624,225,"Wynnum - Carindale",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/225,8DC63F,000000
227-2624,227,"Wynnum - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/227,8DC63F,000000
230-2624,230,"Balmoral - City via Riding Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/230,8DC63F,000000
232-2624,232,"Cannon Hill - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/232,8DC63F,000000
234-2624,234,"Woolloongabba - City Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/234,8DC63F,000000
235-2624,235,"Balmoral - City/Valley via Thynne Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/235,8DC63F,000000
240-2593,240,"Capalaba - Wynnum",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/240,8DC63F,000000
242-2593,242,"Wakerley - Carindale (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/242,8DC63F,000000
243-2593,243,"Capalaba - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/243,8DC63F,000000
250-2593,250,"Redland Bay - Carindale",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/250,8DC63F,000000
251-2593,251,"Ormiston - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/251,8DC63F,000000
252-2593,252,"Capalaba - Cleveland via Alexandra Hills (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/252,8DC63F,000000
253-2593,253,"Capalaba - Thorneside",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/253,8DC63F,000000
254-2593,254,"Capalaba - Wellington Point",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/254,8DC63F,000000
255-2593,255,"Cleveland - Birkdale",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/255,8DC63F,000000
258-2593,258,"Toondah Harbour - Cleveland Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/258,8DC63F,000000
261-2587,261,"Mackenzie - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/261,8DC63F,000000
262-2587,262,"Capalaba - Griffith University via Burbank",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/262,8DC63F,000000
263-2593,263,"Capalaba - Sheldon (Avalon Rd)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/263,8DC63F,000000
264-2593,264,"Capalaba - Alexandra Hills via Maridale Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/264,8DC63F,000000
265-2593,265,"Maridale Park - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/265,8DC63F,000000
266-2593,266,"Capalaba - Alexandra Hills (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/266,8DC63F,000000
267-2593,267,"Alexandra Hills - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/267,8DC63F,000000
270-2593,270,"Victoria Point Jetty - Carindale",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/270,8DC63F,000000
272-2593,272,"Victoria Pt - Cleveland via Thornlands & Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/272,8DC63F,000000
273-2593,273,"Cleveland - Brisbane City via Redland Bay Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/273,8DC63F,000000
274-2593,274,"Victoria Pt Jetty - Cleveland via Thornlands",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/274,8DC63F,000000
275-2593,275,"Thornlands - Brisbane City via Finucane Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/275,8DC63F,000000
276-2593,276,"Victoria Point - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/276,8DC63F,000000
277-2593,277,"Victoria Point - Point Halloran (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/277,8DC63F,000000
279-2593,279,"Victoria Point Jetty - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/279,8DC63F,000000
280-2593,280,"Point Talburpin - Griffith Uni",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/280,8DC63F,000000
281-2593,281,"Point Talburpin - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/281,8DC63F,000000
282-2593,282,"Victoria Pt - Logan Hyperdome",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/282,8DC63F,000000
299-2587,299,"Rochedale - Brisbane City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/299,8DC63F,000000
300-2624,300,"Toombul - City via Hamilton",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/300,8DC63F,000000
301-2624,301,"Toombul - City via Hendra",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/301,8DC63F,000000
302-2624,302,"Pinkenba - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/302,8DC63F,000000
303-2624,303,"Myrtletown - Doomben",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/303,8DC63F,000000
304-2624,304,"Northsore Hamilton Loop via Racecourse Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/304,8DC63F,000000
305-2624,305,"Hamilton - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/305,8DC63F,000000
306-2624,306,"Nudgee/Toombul - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/306,8DC63F,000000
307-2624,307,"Northgate East - Toombul Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/307,8DC63F,000000
308-2624,308,"Toombul - Chermside Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/308,8DC63F,000000
310-2624,310,"Brighton - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/310,8DC63F,000000
311-2624,311,"Brighton - Sandgate (Community Bus 1)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/311,8DC63F,000000
312-2624,312,"Sandgate - Brighton (Community Bus 2)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/312,8DC63F,000000
313-2624,313,"Shorncliffe (Community Bus)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/313,8DC63F,000000
314-2624,314,"Sandgate - Deagon & Shorncliffe (Community Bus)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/314,8DC63F,000000
320-2624,320,"Chermside - City via Wavell Heights",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/320,8DC63F,000000
321-2624,321,"Toombul - City via Kalinga",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/321,8DC63F,000000
322-2624,322,"Chermside - City via Toombul",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/322,8DC63F,000000
325-2624,325,"Boondall - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/325,8DC63F,000000
326-2624,326,"Carseldine - Toombul via Sandgate, Geebung",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/326,8DC63F,000000
327-2624,327,"Strathpine - Bracken Ridge & Toombul",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/327,8DC63F,000000
329-2624,329,"Bracken Ridge - Carseldine via Lacey Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/329,8DC63F,000000
330-2624,330,"Bracken Ridge - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/330,8DC63F,000000
333-2624,333,"Chermside - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/333,8DC63F,000000
334-2624,334,"Chermside - City via Kedron",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/334,8DC63F,000000
335-2624,335,"Sandgate - City Express via Kirby Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/335,8DC63F,000000
336-2624,336,"Chermside Clockwise Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/336,8DC63F,000000
337-2624,337,"Chermside Anti-Clockwise Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/337,8DC63F,000000
338-2624,338,"Strathpine - Chermside",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/338,8DC63F,000000
340-2624,340,"Carseldine - Woolloongabba Express via City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/340,8DC63F,000000
345-2624,345,"Aspley - City Express via Maundrell Terrace",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/345,8DC63F,000000
346-2624,346,"Aspley - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/346,8DC63F,000000
350-2624,350,"Aspley - City Express via Bridgeman Downs",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/350,8DC63F,000000
351-2624,351,"Aspley - City Rocket via Bridgeman Downs",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/351,8DC63F,000000
352-2624,352,"McDowall - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/352,8DC63F,000000
353-2624,353,"Chermside - City via McDowall",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/353,8DC63F,000000
354-2624,354,"Mitchelton - Chermside",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/354,8DC63F,000000
357-2624,357,"Brendale - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/357,8DC63F,000000
359-2624,359,"Eatonvale - City Express via Albany Village",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/359,8DC63F,000000
360-2624,360,"Brookside - City via Everton Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/360,8DC63F,000000
361-2624,361,"Mitchelton - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/361,8DC63F,000000
362-2624,362,"The Gap - Mitchelton",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/362,8DC63F,000000
363-2624,363,"Herston - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/363,8DC63F,000000
364-2624,364,"Herston - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/364,8DC63F,000000
367-2624,367,"Great Western SC - Upper Kedron via Ferny Grove",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/367,8DC63F,000000
369-2624,369,"Mitchelton - Toombul via Stafford",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/369,8DC63F,000000
370-2624,370,"City - Chermside",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/370,8DC63F,000000
372-2624,372,"Ashgrove - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/372,8DC63F,000000
373-2624,373,"Ashgrove - City via Ashgrove Avenue",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/373,8DC63F,000000
375-2624,375,"Bardon - Stafford via City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/375,8DC63F,000000
376-2624,376,"Stafford - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/376,8DC63F,000000
377-2624,377,"Ashgrove - City via Kennedy Terrace",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/377,8DC63F,000000
378-2624,378,"Ashgrove - City via Arthur Terrace",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/378,8DC63F,000000
379-2624,379,"Grange/Ashgrove - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/379,8DC63F,000000
380-2624,380,"The Gap - City via Hilder Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/380,8DC63F,000000
381-2624,381,"The Gap - City via Payne Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/381,8DC63F,000000
382-2624,382,"The Gap - City Rocket via Settlement Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/382,8DC63F,000000
383-2624,383,"The Gap - City Rocket via Payne Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/383,8DC63F,000000
385-2624,385,"The Gap - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/385,8DC63F,000000
390-2624,390,"Mitchelton - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/390,8DC63F,000000
393-2624,393,"Teneriffe Ferry - RBWH Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/393,8DC63F,000000
396-2624,396,"Mitchelton - Arana Hills",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/396,8DC63F,000000
397-2624,397,"Ferny Grove - Mitchelton",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/397,8DC63F,000000
398-2624,398,"Mitchelton - Ferny Grove",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/398,8DC63F,000000
399-868,399,"Samford - Ferny Grove Station (Hail & Ride)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/399,8DC63F,000000
402-2624,402,"Toowong - University of Qld",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/402,8DC63F,000000
411-2624,411,"University of Qld - City via Hawken Drive",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/411,8DC63F,000000
412-2624,412,"University of Qld - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/412,8DC63F,000000
414-2624,414,"Indooroopilly - University of Qld via Taringa",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/414,8DC63F,000000
415-2624,415,"Indooroopilly - City via Taringa",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/415,8DC63F,000000
416-2624,416,"Duke Street - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/416,8DC63F,000000
417-2624,417,"Long Pocket - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/417,8DC63F,000000
425-2624,425,"Chapel Hill - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/425,8DC63F,000000
427-2624,427,"Chapel Hill - University of Qld Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/427,8DC63F,000000
428-2624,428,"Chapel Hill - University of Qld",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/428,8DC63F,000000
430-2624,430,"Fig Tree Pocket - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/430,8DC63F,000000
431-2624,431,"Kenmore South - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/431,8DC63F,000000
432-2624,432,"Kenmore - University of Qld Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/432,8DC63F,000000
433-2624,433,"Kenmore South - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/433,8DC63F,000000
435-2624,435,"Brookfield - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/435,8DC63F,000000
444-2624,444,"Moggill - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/444,8DC63F,000000
445-2624,445,"Fig Tree Pocket - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/445,8DC63F,000000
446-2624,446,"Kenmore - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/446,8DC63F,000000
450-2624,450,"Riverhills - City Express via Mt Ommaney",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/450,8DC63F,000000
451-2624,451,"Sinnamon Park - Darra Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/451,8DC63F,000000
452-2624,452,"Riverhills West - Darra Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/452,8DC63F,000000
453-2624,453,"Mt Ommaney - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/453,8DC63F,000000
454-2624,454,"Riverhills - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/454,8DC63F,000000
460-2624,460,"Heathwood - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/460,8DC63F,000000
463-2580,463,"Forest Lake Village - Goodna Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/463,8DC63F,000000
467-2624,467,"Oxley Station - Mt Ommaney via Sinnamon Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/467,8DC63F,000000
468-2624,468,"Oxley Station - Indooroopilly",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/468,8DC63F,000000
470-2624,470,"Toowong - Teneriffe Ferry",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/470,8DC63F,000000
471-2624,471,"Mt Coot-tha Lookout - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/471,8DC63F,000000
475-2624,475,"Rainworth - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/475,8DC63F,000000
476-2624,476,"Rainworth - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/476,8DC63F,000000
500-2580,500,"Riverlink Shopping Centre - Goodna Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/500,8DC63F,000000
502-2580,502,"Bundamba - Riverlink via Blackstone",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/502,8DC63F,000000
503-2580,503,"Bundamba - Riverlink via Eastern Heights",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/503,8DC63F,000000
506-2580,506,"Riverlink Shopping Centre - Leichhardt & One Mile",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/506,8DC63F,000000
509-2580,509,"Yamanto - Riverlink Shopping Centre",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/509,8DC63F,000000
512-2580,512,"Brassall - Riverlink Shopping Centre",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/512,8DC63F,000000
514-2580,514,"Tivoli - Booval Fair",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/514,8DC63F,000000
515-2580,515,"Brassall - Yamanto & Willowbank",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/515,8DC63F,000000
524-2580,524,"Redbank Plains - Goodna Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/524,8DC63F,000000
525-2580,525,"Collingwood Park - Redbank Station (Loop)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/525,8DC63F,000000
526-2580,526,"Orion Springfield Central - Redbank Station",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/526,8DC63F,000000
527-2580,527,"Orion - Goodna Station via Camira",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/527,8DC63F,000000
